"Date","Standard Major Group","Standard Submajor Group","Occupation","Occupation Code","Count"
2015-11-30,"Technicians and Trades Workers","Construction Trades Workers","Painting Trades Worker","332211",15
2015-11-30,"Technicians and Trades Workers","Construction Trades Workers","Plumber (General)","334111",6
2015-11-30,"Technicians and Trades Workers","Construction Trades Workers","Roof Plumber","334115",0
2015-11-30,"Technicians and Trades Workers","Construction Trades Workers","Roof Tiler","333311",0
2015-11-30,"Technicians and Trades Workers","Construction Trades Workers","Solid Plasterer","333212",3
2015-11-30,"Technicians and Trades Workers","Construction Trades Workers","Wall and Floor Tiler","333411",3
2015-11-30,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Airconditioning and Refrigeration Mechanic","342111",3
2015-11-30,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Cabler (Data and Telecommunications)","342411",3
2015-11-30,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Electrical Linesworker (Aus) / Electrical Line Mechanic (NZ)","342211",3
2015-11-30,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Electrician (General)","341111",6
2015-11-30,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Electronic Equipment Trades Worker","342313",3
2015-11-30,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Electronic Instrument Trades Worker (General)","342314",0
2015-11-30,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Electronic Instrument Trades Worker (Special Class)","342315",3
2015-11-30,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Telecommunications Cable Jointer","342412",0
2015-11-30,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Telecommunications Technician","342414",9
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Agricultural Technician","311111",3
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Architectural Draftsperson","312111",9
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Architectural, Building and Surveying Technicians nec","312199",0
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Building and Engineering Technicians nec","312999",0
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Building Associate","312112",3
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Chemistry Technician","311411",0
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Civil Engineering Draftsperson","312211",0
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Civil Engineering Technician","312212",3
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Construction Estimator","312114",3
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Electrical Engineering Draftsperson","312311",0
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Electrical Engineering Technician","312312",3
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Electronic Engineering Technician","312412",9
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Hardware Technician","313111",6
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","ICT Customer Support Officer","313112",36
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","ICT Support Technicians nec","313199",30
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Life Science Technician","311413",0
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Maintenance Planner","312911",3
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Mechanical Engineering Draftsperson","312511",3
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Mechanical Engineering Technician","312512",6
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Medical Technicians nec","311299",3
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Pathology Collector (Aus) / Phlebotomist (NZ)","311216",0
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Pharmacy Technician","311215",3
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Primary Products Inspectors nec","311399",3
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Safety Inspector","312611",0
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Science Technicians nec","311499",3
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Telecommunications Network Planner","313213",3
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Telecommunications Technical Officer or Technologist","313214",0
2015-11-30,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Web Administrator","313113",3
2015-11-30,"Technicians and Trades Workers","Food Trades Workers","Baker","351111",18
2015-11-30,"Technicians and Trades Workers","Food Trades Workers","Butcher or Smallgoods Maker","351211",3
2015-11-30,"Technicians and Trades Workers","Food Trades Workers","Chef","351311",78
2015-11-30,"Technicians and Trades Workers","Food Trades Workers","Cook","351411",12
2015-11-30,"Technicians and Trades Workers","Food Trades Workers","Pastrycook","351112",3
2015-11-30,"Technicians and Trades Workers","Other Technicians and Trades Workers","Dressmaker or Tailor","393213",0
2015-11-30,"Technicians and Trades Workers","Other Technicians and Trades Workers","Furniture Finisher","394211",3
2015-11-30,"Technicians and Trades Workers","Other Technicians and Trades Workers","Graphic Pre-press Trades Worker","392211",3
2015-11-30,"Technicians and Trades Workers","Other Technicians and Trades Workers","Hairdresser","391111",6
2015-11-30,"Technicians and Trades Workers","Other Technicians and Trades Workers","Interior Decorator","399912",3
2015-11-30,"Technicians and Trades Workers","Other Technicians and Trades Workers","Jeweller","399411",0
2015-11-30,"Technicians and Trades Workers","Other Technicians and Trades Workers","Performing Arts Technicians nec","399599",3
2015-11-30,"Technicians and Trades Workers","Other Technicians and Trades Workers","Plastics Technician","399916",0
2015-11-30,"Technicians and Trades Workers","Other Technicians and Trades Workers","Print Finisher","392111",3
2015-11-30,"Technicians and Trades Workers","Other Technicians and Trades Workers","Printing Machinist","392311",0
2015-11-30,"Technicians and Trades Workers","Other Technicians and Trades Workers","Small Offset Printer","392312",3
2015-11-30,"Technicians and Trades Workers","Other Technicians and Trades Workers","Technicians and Trades Workers nec","399999",6
2015-11-30,"Technicians and Trades Workers","Other Technicians and Trades Workers","Upholsterer","393311",0
2015-11-30,"Technicians and Trades Workers","Other Technicians and Trades Workers","Wood Machinist","394213",3
2015-11-30,"Technicians and Trades Workers","Skilled Animal and Horticultural Workers","Gardener (General)","362211",3
2015-11-30,"Technicians and Trades Workers","Skilled Animal and Horticultural Workers","Horse Trainer","361112",3
2015-11-30,"Technicians and Trades Workers","Skilled Animal and Horticultural Workers","Landscape Gardener","362213",3
2015-11-30,"Technicians and Trades Workers","Skilled Animal and Horticultural Workers","Nurseryperson","362411",3
2015-11-30,"Technicians and Trades Workers","Skilled Animal and Horticultural Workers","Veterinary Nurse","361311",0
2015-12-31,"(not recorded)","(not recorded)","(not recorded)","(not recorded)",3
2015-12-31,"Clerical and Administrative Workers","Inquiry Clerks and Receptionists","Call or Contact Centre Team Leader","541111",3
2015-12-31,"Clerical and Administrative Workers","Numerical Clerks","Credit or Loans Officer (Aus) / Finance Clerk (NZ)","552211",0
2015-12-31,"Clerical and Administrative Workers","Office Managers and Program Administrators","Contract Administrator","511111",6
2015-12-31,"Clerical and Administrative Workers","Office Managers and Program Administrators","Health Practice Manager","512211",3
2015-12-31,"Clerical and Administrative Workers","Office Managers and Program Administrators","Office Manager","512111",15
2015-12-31,"Clerical and Administrative Workers","Office Managers and Program Administrators","Program or Project Administrator","511112",6
2015-12-31,"Clerical and Administrative Workers","Other Clerical and Administrative Workers","Clinical Coder","599915",0
2015-12-31,"Clerical and Administrative Workers","Personal Assistants and Secretaries","Legal Secretary","521212",0
2015-12-31,"Clerical and Administrative Workers","Personal Assistants and Secretaries","Personal Assistant","521111",3
2015-12-31,"Clerical and Administrative Workers","Personal Assistants and Secretaries","Secretary (General)","521211",0
2015-12-31,"Community and Personal Service Workers","Health and Welfare Support Workers","Ambulance Officer","411111",0
2015-12-31,"Community and Personal Service Workers","Health and Welfare Support Workers","Community Worker","411711",3
2015-12-31,"Community and Personal Service Workers","Health and Welfare Support Workers","Disabilities Services Officer","411712",3
2015-12-31,"Community and Personal Service Workers","Health and Welfare Support Workers","Diversional Therapist","411311",0
2015-12-31,"Community and Personal Service Workers","Health and Welfare Support Workers","Enrolled Nurse","411411",3
2015-12-31,"Community and Personal Service Workers","Health and Welfare Support Workers","Massage Therapist","411611",0
2015-12-31,"Community and Personal Service Workers","Health and Welfare Support Workers","Residential Care Officer","411715",6
2015-12-31,"Community and Personal Service Workers","Health and Welfare Support Workers","Youth Worker","411716",0
2015-12-31,"Community and Personal Service Workers","Hospitality Workers","Hotel Service Manager","431411",6
2015-12-31,"Community and Personal Service Workers","Protective Service Workers","Fire Fighter","441212",3
2015-12-31,"Community and Personal Service Workers","Sports and Personal Service Workers","Jockey","452413",0
2015-12-31,"Community and Personal Service Workers","Sports and Personal Service Workers","Lifeguard","452414",0
2015-12-31,"Community and Personal Service Workers","Sports and Personal Service Workers","Other Sports Coach or Instructor","452317",3
2015-12-31,"Labourers","Factory Process Workers","Slaughterer","831212",0
2015-12-31,"Managers","Chief Executives, General Managers and Legislators","Chief Executive or Managing Director","111111",0
2015-12-31,"Managers","Chief Executives, General Managers and Legislators","Corporate General Manager","111211",6
2015-12-31,"Managers","Farmers and Farm Managers","Crop Farmers nec","121299",3
2015-12-31,"Managers","Farmers and Farm Managers","Dairy Cattle Farmer","121313",15
2015-12-31,"Managers","Farmers and Farm Managers","Vegetable Grower (Aus) / Market Gardener (NZ)","121221",0
2015-12-31,"Managers","Hospitality, Retail and Service Managers","Accommodation and Hospitality Managers nec","141999",0
2015-12-31,"Managers","Hospitality, Retail and Service Managers","Cafe or Restaurant Manager","141111",36
2015-12-31,"Managers","Hospitality, Retail and Service Managers","Conference and Event Organiser","149311",0
2015-12-31,"Managers","Hospitality, Retail and Service Managers","Customer Service Manager","149212",9
2015-12-31,"Managers","Hospitality, Retail and Service Managers","Equipment Hire Manager","149915",3
2015-12-31,"Managers","Hospitality, Retail and Service Managers","Facilities Manager","149913",3
2015-12-31,"Managers","Hospitality, Retail and Service Managers","Hospitality, Retail and Service Managers nec","149999",0
2015-12-31,"Managers","Hospitality, Retail and Service Managers","Hotel or Motel Manager","141311",6
2015-12-31,"Managers","Hospitality, Retail and Service Managers","Licensed Club Manager","141411",3
2015-12-31,"Managers","Hospitality, Retail and Service Managers","Retail Manager (General)","142111",60
2015-12-31,"Managers","Hospitality, Retail and Service Managers","Transport Company Manager","149413",0
2015-12-31,"Managers","Specialist Managers","Construction Project Manager","133111",3
2015-12-31,"Managers","Specialist Managers","Environmental Manager","139912",3
2015-12-31,"Managers","Specialist Managers","Finance Manager","132211",6
2015-12-31,"Managers","Specialist Managers","Human Resource Manager","132311",0
2015-12-31,"Managers","Specialist Managers","ICT Managers nec","135199",0
2015-12-31,"Managers","Specialist Managers","ICT Project Manager","135112",15
2015-12-31,"Managers","Specialist Managers","Importer or Exporter","133311",3
2015-12-31,"Managers","Specialist Managers","Laboratory Manager","139913",3
2015-12-31,"Managers","Specialist Managers","Procurement Manager","133612",0
2015-12-31,"Managers","Specialist Managers","Production Manager (Manufacturing)","133512",0
2015-12-31,"Managers","Specialist Managers","Quality Assurance Manager","139914",3
2015-12-31,"Managers","Specialist Managers","Sales and Marketing Manager","131112",9
2015-12-31,"Managers","Specialist Managers","Specialist Managers nec","139999",3
2015-12-31,"Managers","Specialist Managers","Supply and Distribution Manager","133611",3
2015-12-31,"Professionals","Arts and Media Professionals","Newspaper or Periodical Editor","212412",3
2015-12-31,"Professionals","Arts and Media Professionals","Photographer","211311",0
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","Accountant (General)","221111",15
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","Advertising Specialist","225111",3
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","External Auditor","221213",3
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","Financial Investment Manager","222312",0
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","Human Resource Adviser","223111",0
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","ICT Account Manager","225211",0
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","ICT Business Development Manager","225212",0
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","ICT Sales Representative","225213",0
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","Insurance Broker","222113",3
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","Intelligence Officer","224411",3
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","Management Accountant","221112",0
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","Management Consultant","224711",3
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","Market Research Analyst","225112",0
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","Marketing Specialist","225113",3
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","Recruitment Consultant","223112",3
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","Sales Representative (Industrial Products)","225411",3
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","Statistician","224113",3
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","Taxation Accountant","221113",6
2015-12-31,"Professionals","Business, Human Resource and Marketing Professionals","Technical Sales Representatives nec","225499",3
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Aeronautical Engineer","233911",3
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Biomedical Engineer","233913",3
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Biotechnologist","234514",0
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Chemical Engineer","233111",0
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Chemist","234211",0
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Civil Engineer","233211",6
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Electrical Engineer","233311",0
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Electronics Engineer","233411",3
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Environmental Consultant","234312",3
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Environmental Research Scientist","234313",0
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Environmental Scientists nec","234399",3
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Exercise Physiologist","234915",3
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Food Technologist","234212",3
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Geotechnical Engineer","233212",0
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Graphic Designer","232411",6
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Industrial Engineer","233511",0
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Materials Engineer","233112",0
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Mechanical Engineer","233512",6
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Multimedia Designer","232413",3
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Naval Architect (Aus) / Marine Designer (NZ)","233916",0
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Other Spatial Scientist","232214",3
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Production or Plant Engineer","233513",3
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Quantity Surveyor","233213",3
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Ship's Engineer","231212",0
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Structural Engineer","233214",3
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Surveyor","232212",0
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Urban and Regional Planner","232611",0
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Veterinarian","234711",0
2015-12-31,"Professionals","Design, Engineering, Science and Transport Professionals","Web Designer","232414",0
2015-12-31,"Professionals","Education Professionals","Dance Teacher (Private Tuition)","249212",3
2015-12-31,"Professionals","Education Professionals","Early Childhood (Pre-primary School) Teacher","241111",9
2015-12-31,"Professionals","Education Professionals","Middle School Teacher (Aus) / Intermediate School Teacher (NZ)","241311",0
2015-12-31,"Professionals","Education Professionals","Music Teacher (Private Tuition)","249214",0
2015-12-31,"Professionals","Education Professionals","Private Tutors and Teachers nec","249299",3
2015-12-31,"Professionals","Education Professionals","Secondary School Teacher","241411",3
2015-12-31,"Professionals","Education Professionals","Teacher of English to Speakers of Other Languages","249311",0
2015-12-31,"Professionals","Education Professionals","University Lecturer","242111",21
2015-12-31,"Professionals","Education Professionals","University Tutor","242112",3
2015-12-31,"Professionals","Health Professionals","Acupuncturist","252211",3
2015-12-31,"Professionals","Health Professionals","Dentist","252312",3
2015-12-31,"Professionals","Health Professionals","Emergency Medicine Specialist","253912",0
2015-12-31,"Professionals","Health Professionals","Endocrinologist","253315",0
2015-12-31,"Professionals","Health Professionals","General Practitioner","253111",3
2015-12-31,"Professionals","Health Professionals","Hospital Pharmacist","251511",0
2015-12-31,"Professionals","Health Professionals","Midwife","254111",0
2015-12-31,"Professionals","Health Professionals","Obstetrician and Gynaecologist","253913",3
2015-12-31,"Professionals","Health Professionals","Occupational Therapist","252411",0
2015-12-31,"Professionals","Health Professionals","Osteopath","252112",0
2015-12-31,"Professionals","Health Professionals","Otorhinolaryngologist","253515",0
2015-12-31,"Professionals","Health Professionals","Paediatric Surgeon","253516",0
2015-12-31,"Professionals","Health Professionals","Physiotherapist","252511",0
2015-12-31,"Professionals","Health Professionals","Plastic and Reconstructive Surgeon","253517",0
2015-12-31,"Professionals","Health Professionals","Psychiatrist","253411",3
2015-12-31,"Professionals","Health Professionals","Registered Nurse (Aged Care)","254412",30
2015-12-31,"Professionals","Health Professionals","Registered Nurse (Community Health)","254414",3
2015-12-31,"Professionals","Health Professionals","Registered Nurse (Critical Care and Emergency)","254415",0
2015-12-31,"Professionals","Health Professionals","Registered Nurse (Developmental Disability)","254416",3
2015-12-31,"Professionals","Health Professionals","Registered Nurse (Disability and Rehabilitation)","254417",3
2015-12-31,"Professionals","Health Professionals","Registered Nurse (Medical Practice)","254421",0
2015-12-31,"Professionals","Health Professionals","Registered Nurse (Medical)","254418",6
2015-12-31,"Professionals","Health Professionals","Registered Nurse (Paediatric)","254425",0
2015-12-31,"Professionals","Health Professionals","Registered Nurse (Perioperative)","254423",3
2015-12-31,"Professionals","Health Professionals","Registered Nurse (Surgical)","254424",0
2015-12-31,"Professionals","Health Professionals","Resident Medical Officer","253112",6
2015-12-31,"Professionals","ICT Professionals","Analyst Programmer","261311",6
2015-12-31,"Professionals","ICT Professionals","Computer Network and Systems Engineer","263111",9
2015-12-31,"Professionals","ICT Professionals","Database Administrator","262111",6
2015-12-31,"Professionals","ICT Professionals","Developer Programmer","261312",15
2015-12-31,"Professionals","ICT Professionals","ICT Business Analyst","261111",12
2015-12-31,"Professionals","ICT Professionals","ICT Quality Assurance Engineer","263211",0
2015-12-31,"Professionals","ICT Professionals","ICT Support and Test Engineers nec","263299",3
2015-12-31,"Professionals","ICT Professionals","ICT Support Engineer","263212",9
2015-12-31,"Professionals","ICT Professionals","ICT Systems Test Engineer","263213",6
2015-12-31,"Professionals","ICT Professionals","Multimedia Specialist","261211",3
2015-12-31,"Professionals","ICT Professionals","Network Administrator","263112",3
2015-12-31,"Professionals","ICT Professionals","Software and Applications Programmers nec","261399",6
2015-12-31,"Professionals","ICT Professionals","Software Engineer","261313",33
2015-12-31,"Professionals","ICT Professionals","Software Tester","261314",12
2015-12-31,"Professionals","ICT Professionals","Systems Administrator","262113",3
2015-12-31,"Professionals","ICT Professionals","Systems Analyst","261112",6
2015-12-31,"Professionals","ICT Professionals","Telecommunications Engineer","263311",3
2015-12-31,"Professionals","ICT Professionals","Telecommunications Network Engineer","263312",6
2015-12-31,"Professionals","ICT Professionals","Web Developer","261212",3
2015-12-31,"Professionals","Legal, Social and Welfare Professionals","Clinical Psychologist","272311",0
2015-12-31,"Professionals","Legal, Social and Welfare Professionals","Community Arts Worker","272611",0
2015-12-31,"Professionals","Legal, Social and Welfare Professionals","Minister of Religion","272211",3
2015-12-31,"Professionals","Legal, Social and Welfare Professionals","Rehabilitation Counsellor","272114",0
2015-12-31,"Professionals","Legal, Social and Welfare Professionals","Social Worker","272511",3
2015-12-31,"Professionals","Legal, Social and Welfare Professionals","Translator","272413",0
2015-12-31,"Response Outside Scope/Not Stated","Response Outside Scope/Not Stated","Not Stated","99999",15
2015-12-31,"Responses outside of the current definition of the labour force","Responses outside of the current definition of the labour force","Student","999910",0
2015-12-31,"Sales Workers","Sales Representatives and Agents","Property Manager","612112",3
2015-12-31,"Technicians and Trades Workers","Automotive and Engineering Trades Workers","Automotive Electrician","321111",0
2015-12-31,"Technicians and Trades Workers","Automotive and Engineering Trades Workers","Diesel Motor Mechanic","321212",6
2015-12-31,"Technicians and Trades Workers","Automotive and Engineering Trades Workers","Fitter-Welder","323213",3
2015-12-31,"Technicians and Trades Workers","Automotive and Engineering Trades Workers","Fitter (General)","323211",0
2015-12-31,"Technicians and Trades Workers","Automotive and Engineering Trades Workers","Metal Fabricator","322311",9
2015-12-31,"Technicians and Trades Workers","Automotive and Engineering Trades Workers","Metal Machinist (First Class)","323214",3
2015-12-31,"Technicians and Trades Workers","Automotive and Engineering Trades Workers","Motor Mechanic (General)","321211",9
2015-12-31,"Technicians and Trades Workers","Automotive and Engineering Trades Workers","Panelbeater","324111",3
2015-12-31,"Technicians and Trades Workers","Automotive and Engineering Trades Workers","Sheetmetal Trades Worker","322211",0
2015-12-31,"Technicians and Trades Workers","Automotive and Engineering Trades Workers","Vehicle Painter","324311",3
2015-12-31,"Technicians and Trades Workers","Construction Trades Workers","Carpenter","331212",18
2015-12-31,"Technicians and Trades Workers","Construction Trades Workers","Carpenter and Joiner","331211",3
2015-12-31,"Technicians and Trades Workers","Construction Trades Workers","Drainer (Aus) / Drainlayer (NZ)","334113",3
2015-12-31,"Technicians and Trades Workers","Construction Trades Workers","Fibrous Plasterer","333211",0
2015-12-31,"Technicians and Trades Workers","Construction Trades Workers","Glazier","333111",0
2015-12-31,"Technicians and Trades Workers","Construction Trades Workers","Painting Trades Worker","332211",9
2015-12-31,"Technicians and Trades Workers","Construction Trades Workers","Plumber (General)","334111",6
2015-12-31,"Technicians and Trades Workers","Construction Trades Workers","Roof Tiler","333311",3
2015-12-31,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Airconditioning and Refrigeration Mechanic","342111",3
2015-12-31,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Cabler (Data and Telecommunications)","342411",3
2015-12-31,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Electrical Linesworker (Aus) / Electrical Line Mechanic (NZ)","342211",3
2015-12-31,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Electrician (General)","341111",6
2015-12-31,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Electronic Equipment Trades Worker","342313",6
2015-12-31,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Electronic Instrument Trades Worker (Special Class)","342315",0
2015-12-31,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Telecommunications Cable Jointer","342412",3
2015-12-31,"Technicians and Trades Workers","Electrotechnology and Telecommunications Trades Workers","Telecommunications Technician","342414",6
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Anaesthetic Technician","311211",0
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Architectural Draftsperson","312111",3
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Building Associate","312112",3
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Building Inspector","312113",0
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Cardiac Technician","311212",0
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Chemistry Technician","311411",0
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Civil Engineering Draftsperson","312211",3
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Civil Engineering Technician","312212",0
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Construction Estimator","312114",0
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Electrical Engineering Technician","312312",0
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Electronic Engineering Draftsperson","312411",0
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Electronic Engineering Technician","312412",3
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Hardware Technician","313111",3
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","ICT Customer Support Officer","313112",30
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","ICT Support Technicians nec","313199",12
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Mechanical Engineering Draftsperson","312511",6
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Mechanical Engineering Technician","312512",6
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Pathology Collector (Aus) / Phlebotomist (NZ)","311216",3
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Pharmacy Technician","311215",3
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Primary Products Inspectors nec","311399",3
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Quarantine Officer","311313",3
2015-12-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Web Administrator","313113",3
2015-12-31,"Technicians and Trades Workers","Food Trades Workers","Baker","351111",15
2015-12-31,"Technicians and Trades Workers","Food Trades Workers","Chef","351311",66
2015-12-31,"Technicians and Trades Workers","Food Trades Workers","Cook","351411",9
2015-12-31,"Technicians and Trades Workers","Food Trades Workers","Pastrycook","351112",0
2015-12-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Cabinetmaker","394111",3
2015-12-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Chemical Plant Operator","399211",3
2015-12-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Dressmaker or Tailor","393213",0
2015-12-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Graphic Pre-press Trades Worker","392211",0
2015-12-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Hairdresser","391111",3
2015-12-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Performing Arts Technicians nec","399599",0
2015-12-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Printing Machinist","392311",0
2015-12-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Signwriter","399611",3
2015-12-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Technicians and Trades Workers nec","399999",6
2015-12-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Wood Machinist","394213",0
2015-12-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Wood Machinists and Other Wood Trades Workers nec","394299",3
2015-12-31,"Technicians and Trades Workers","Skilled Animal and Horticultural Workers","Arborist","362212",0
2015-12-31,"Technicians and Trades Workers","Skilled Animal and Horticultural Workers","Gardener (General)","362211",0
2015-12-31,"Technicians and Trades Workers","Skilled Animal and Horticultural Workers","Nurseryperson","362411",6
2016-01-31,"(not recorded)","(not recorded)","(not recorded)","(not recorded)",3
